"Director"	"Year"	"AvgAS"	"AvgCS"
"Peter Berg"	1998	60.4445999125492	60.5281154350678
"Peter Berg"	2003	60.4450856942987	60.5289436866037
"Peter Berg"	2004	60.4472326659089	60.5307335839818
"Peter Berg"	2007	60.4485924112607	60.5299003322259
"Peter Berg"	2012	60.4480286738351	60.5275810822624
"Peter Berg"	2014	60.4503496503497	60.5289335664336
"Peter Berg"	2016	60.4522331963989	60.5308976488069
"Peter Berg"	2017	60.4545533997553	60.5326865932529
"Peter Billingsley"	2009	60.4526784934021	60.5283579480905
"Peter Billingsley"	2016	60.4500174764068	60.523068857043
"Peter Bogdanovich"	1968	60.4518130187855	60.5254696373962
"Peter Bogdanovich"	1971	60.4543945483138	60.5289183994409
"Peter Bogdanovich"	1972	60.4568882676684	60.5314929675898
"Peter Bogdanovich"	1974	60.4537037037037	60.5349406009783
"Peter Bogdanovich"	1976	60.4526159489912	60.5308760590445
"Peter Bogdanovich"	1993	60.4533624454148	60.5305676855895
"Peter Bogdanovich"	2001	60.4525368963409	60.5317439524932
"Peter Bogdanovich"	2008	60.4552916521132	60.5351903597625
"Peter Bogdanovich"	2015	60.4530690648738	60.533484676504
"Peter Bonerz"	1989	60.4502357255107	60.5281997555439
"Peter Bratt"	2010	60.451243998254	60.5272806634657
"Peter Brook"	1963	60.4514664804469	60.5299406424581
"Peter Byck"	2011	60.4528236012918	60.528148730034
"Peter Cattaneo"	1997	60.454442311049	60.5312445452959
"Peter Cattaneo"	2006	60.4547517235361	60.5320708613317
"Peter Cattaneo"	2008	60.4534904013962	60.5303664921466
"Peter Chan"	1999	60.451531279993	60.5279644010121
"Peter Chan"	2010	60.4523643343221	60.5282673180946
"Peter Chan"	2012	60.4535461920963	60.5304021634825
"Peter Chelsom"	1991	60.4549895324494	60.5332344731333
"Peter Chelsom"	1995	60.4568687309202	60.5332751853467
"Peter Chelsom"	1998	60.458485958486	60.5345368916797
"Peter Chelsom"	2000	60.4544344641144	60.5303915583849
"Peter Chelsom"	2001	60.4560516219044	60.5302581095222
"Peter Chelsom"	2004	60.4557502833726	60.5289911936525
"Peter Chelsom"	2009	60.4562336530078	60.5274629468178
"Peter Chelsom"	2014	60.4562810565775	60.5254990846482
"Peter Chelsom"	2017	60.4558054393305	60.5216178521618
"Peter Chung"	2003	60.457334611697	60.5241000610128
"Peter Clifton"	1976	60.4597350531637	60.525361687293
"Peter Cohn"	1995	60.4581263616558	60.5244444444444
"Peter Collinson"	1969	60.460352039038	60.5264900662252
"Peter Cornwell"	2009	60.4590049664546	60.5226104382678
"Peter Cousens"	2015	60.4582679909392	60.5173375152466
"Peter D. Hutchison"	2016	60.4603188431048	60.5200801463542
"Peter D. Richardson"	2011	60.4632404181185	60.5235191637631
"Peter Davis"	1975	60.4659001829109	60.5262607786778
"Peter Engert"	2014	60.4621146141787	60.5250827381989
"Peter Faiman"	1986	60.4619872855526	60.5273883131586
"Peter Faiman"	1991	60.4621212121212	60.5233368164403
"Peter Farrelly"	1994	60.4641706573792	60.5239007400958
"Peter Farrelly"	1996	60.4649138081142	60.5229845028731
"Peter Farrelly"	1998	60.4649603900061	60.5249412379211
"Peter Farrelly"	2000	60.4646587743733	60.5237639275766
"Peter Farrelly"	2001	60.4616187989556	60.522454308094
"Peter Farrelly"	2003	60.4594030110521	60.5224958663302
"Peter Farrelly"	2005	60.4593630351549	60.5228854855552
"Peter Farrelly"	2007	60.4573218480814	60.5201426955538
"Peter Farrelly"	2011	60.4555420219245	60.5178353923786
"Peter Farrelly"	2012	60.4543714658547	60.5170073945194
"Peter Farrelly"	2013	60.4512004175365	60.5120911621434
"Peter Farrelly"	2014	60.4489866921806	60.5093502652866
"Peter Galison"	2008	60.4483388415377	60.5122630022613
"Peter George"	1987	60.4457778937299	60.5087398904253
"Peter Glanz"	2014	60.442347826087	60.5044347826087
"Peter Glenville"	1955	60.4432658029737	60.5049995652552
"Peter Glenville"	1964	60.4456616240654	60.5063467223092
"Peter Glenville"	1967	60.4446666087108	60.5034338868121
"Peter Godfrey"	1945	60.4459318497914	60.5058240611961
"Peter Greenaway"	1989	60.4483268144285	60.5083007388092
"Peter Greenaway"	1997	60.450026073353	60.5087780288545
"Peter Greenaway"	2016	60.4491179282176	60.5087338142
"Peter H. Hunt"	1972	60.4511644073688	60.5092978797358
"Peter Hall"	1995	60.4493005473977	60.5053436441046
"Peter Hanson"	2010	60.4502172024327	60.5066029539531
"Peter Hastings"	2002	60.447658761185	60.5039527408566
"Peter Hedges"	2003	60.4487491313412	60.5059937456567
"Peter Hedges"	2007	60.4494918787458	60.5063840875532
"Peter Hedges"	2012	60.4500607955532	60.5040819871461
"Peter Hewitt"	1991	60.4496743378202	60.5035171515415
"Peter Hewitt"	1995	60.4479854116013	60.5004341785342
"Peter Hewitt"	1998	60.4469045758444	60.5015194929235
"Peter Hewitt"	2004	60.4448689008508	60.4975690223997
"Peter Hewitt"	2006	60.4423995138467	60.4925774806841
"Peter Ho-Sun Chan"	1999	60.4404513888889	60.4901909722222
"Peter Ho-Sun Chan"	2010	60.44128113879	60.4904956166999
"Peter Howitt"	1998	60.4427182780767	60.4906266273216
"Peter Howitt"	2001	60.4418120281177	60.4874598628829
"Peter Howitt"	2003	60.4409059354391	60.4850746268657
"Peter Howitt"	2004	60.4397396963124	60.4813015184382
"Peter Howitt"	2018	60.436838452195	60.477008502516
"Peter Hunt"	1969	60.4371475665828	60.4788756831786
"Peter Hunt"	1976	60.434680777238	60.4788341429563
"Peter Hutchings"	2017	60.4335154826958	60.4785323965652
"Peter Hyams"	1978	60.4333044232437	60.4785776235906
"Peter Hyams"	1979	60.4317058364409	60.4782759517822
"Peter Hyams"	1981	60.431148109608	60.4780610475199
"Peter Hyams"	1983	60.4295499869938	60.4789733807335
"Peter Hyams"	1984	60.4295994451188	60.479278654413
"Peter Hyams"	1986	60.4294755093195	60.4792371044647
"Peter Hyams"	1988	60.4270977808599	60.4785887656033
"Peter Hyams"	1990	60.4262806622172	60.4783739273641
"Peter Hyams"	1992	60.425810365748	60.4771190847634
"Peter Hyams"	1994	60.4236068983447	60.4756911344137
"Peter Hyams"	1995	60.4216637781629	60.475129982669
"Peter Hyams"	1997	60.4192877566935	60.4726626808769
"Peter Hyams"	1999	60.4168255068446	60.4683763645815
"Peter Hyams"	2005	60.4131508273412	60.4636576279997
"Peter Hyams"	2009	60.411036036036	60.4590263340263
"Peter Hyams"	2014	60.4083152880035	60.4604590731919
"Peter Jackson"	1993	60.4105317858999	60.4626710549108
"Peter Jackson"	1994	60.4124880921451	60.4654022689876
"Peter Jackson"	1996	60.4134049186006	60.465535157603
"Peter Jackson"	2001	60.4163996882847	60.4681790631223
"Peter Jackson"	2002	60.4193939393939	60.4711688311688
"Peter Jackson"	2003	60.421608518743	60.4739849363691
"Peter Jackson"	2005	60.4207063711911	60.476021468144
"Peter Jackson"	2009	60.4199774950229	60.4734700943478
"Peter Jackson"	2012	60.4219317985113	60.4737753159079
"Peter Jackson"	2013	60.4240588489831	60.4749459108611
"Peter Jurt"	2012	60.4227241259952	60.4730875735549
"Peter Kassovitz"	1999	60.422860603963	60.4703642813879
"Peter Kosminsky"	2002	60.4246409413393	60.4711022668282
"Peter Landesman"	2013	60.4234795397526	60.4701963837702
"Peter Landesman"	2015	60.4246539792388	60.4701557093426
"Peter Landesman"	2017	60.423233284318	60.4679525992561
"Peter Lennon"	1968	60.4244940321744	60.4704203425013
"Peter Lepeniotis"	2014	60.4229871140707	60.4661420046701
"Peter Litten"	1986	60.4207021791768	60.4609131788309
"Peter Lord"	2000	60.4210116731518	60.4640726329442
"Peter Lord"	2012	60.42097527235	60.4662804772609
"Peter M. Cohen"	1999	60.4185181983228	60.4621768825106
"Peter MacDonald"	1988	60.4171853388658	60.46040802213
"Peter MacDonald"	1992	60.4163713371942	60.4563056443945
"Peter MacDonald"	1998	60.4136560069144	60.4535868625756
"Peter Markle"	1988	60.4135338345865	60.4553625442918
"Peter Markle"	1994	60.4109920497753	60.450138264777
"Peter Mattei"	2002	60.4079322561134	60.4464702324376
"Peter Medak"	1990	60.4097114221531	60.4485916709867
"Peter Medak"	1991	60.4119222462203	60.4503671706264
"Peter Medak"	1993	60.4120594333103	60.4470456116102
"Peter Medak"	1998	60.4083959575019	60.4426017102876
"Peter Mettler"	2013	60.4066332699948	60.4441181551218
"Peter Middleton"	2016	60.4074617842646	60.4470161499266
"Peter Miller"	2007	60.4088082901554	60.4492227979275
"Peter Miller"	2010	60.4094637768759	60.4497884465936
"Peter Mullan"	2003	60.411932308755	60.4524261785529
"Peter Mullan"	2011	60.4128464128464	60.4553224553225
"Peter Navarro"	2012	60.4139330110497	60.4529523480663
"Peter Newbrook"	1973	60.4126025032369	60.4535174794994
"Peter Nicks"	2012	60.4138615570516	60.4569307785258
"Peter O'Fallon"	2000	60.4151203935445	60.4546474497281
"Peter P. Croudins"	2014	60.41258198136	60.4505522954781
"Peter Paige"	2006	60.4109068944689	60.4468030028475
"Peter Richardson"	1987	60.4126833477135	60.4452976704055
"Peter Richardson"	2004	60.4115261841084	60.4411181088776
"Peter Sasdy"	1970	60.4111456176674	60.4416839199448
"Peter Sattler"	2014	60.4113689295264	60.4429397049944
"Peter Segal"	1994	60.4107296877695	60.4424702432293
"Peter Segal"	1995	60.4132815868909	60.4409659335921
"Peter Segal"	1996	60.4135908934115	60.4398068299414
"Peter Segal"	2000	60.4112270414762	60.4368371130465
"Peter Segal"	2003	60.411191584756	60.4353336782204
"Peter Segal"	2004	60.4115872057936	60.4339167169584
"Peter Segal"	2005	60.4116379310345	60.4314655172414
"Peter Segal"	2013	60.4103956555469	60.4288423411775
"Peter Sehr"	2003	60.410877434925	60.4260472332356
"Peter Skillman Odiorne"	2011	60.4089459622511	60.4219598379729
"Peter Sohn"	2015	60.4093416063426	60.4233023095484
"Peter Sollett"	2003	60.4112882378285	60.4263679448514
"Peter Sollett"	2008	60.4116836119249	60.4276236429433
"Peter Sollett"	2015	60.4110450590161	60.4265529421901
"Peter Spierig"	2005	60.4096312887664	60.4241040661613
"Peter Spierig"	2010	60.4086484623999	60.4246705142562
"Peter Spierig"	2015	60.4099052540913	60.4267011197244
"Peter Spierig"	2017	60.4125398329171	60.424511239342
"Peter Spirer"	1997	60.4141405442646	60.4244746813641
"Peter Spirer"	2017	60.4168604150521	60.4278825454232
"Peter Stebbings"	2009	60.4166523161701	60.428706733253
"Peter Strickland"	2013	60.4160137752906	60.43073611709
"Peter Strickland"	2015	60.4164944903581	60.4335399449036
"Peter Sykes"	1976	60.4145648618404	60.4321253335629
"Peter Tewksbury"	1963	60.4161645722155	60.4355310724738
"Peter Tolan"	2008	60.4133746449781	60.4337722695585
"Peter Ustinov"	1965	60.4109294320138	60.4300344234079
"Peter Wang"	1986	60.4106359177351	60.4309439807245
"Peter Watkins"	1971	60.4131818964034	60.4343486491138
"Peter Webber"	2004	60.4138346382173	60.4353437150478
"Peter Webber"	2007	60.4133688919477	60.4314349621473
"Peter Webber"	2013	60.4120430107527	60.4290752688172
"Peter Webber"	2017	60.4138998795802	60.432478926544
"Peter Weir"	1975	60.41584243571	60.4353659585448
"Peter Weir"	1977	60.4174406604747	60.437650498796
"Peter Weir"	1981	60.4193825780377	60.4401926218935
"Peter Weir"	1983	60.4208082545142	60.4426483233018
"Peter Weir"	1985	60.4224916172298	60.445361533832
"Peter Weir"	1986	60.4226272352132	60.4466987620358
"Peter Weir"	1989	60.4253417003353	60.4488953838219
"Peter Weir"	1990	60.4244455905106	60.4485129791989
"Peter Weir"	1993	60.4260421143103	60.4507090674688
"Peter Weir"	1998	60.4284118253695	60.4535922997594
"Peter Weir"	2003	60.4300936667526	60.4556157085159
"Peter Weir"	2011	60.4310878157759	60.4567795153807
"Peter Wintonick"	1993	60.4339719907208	60.4589741386717
"Peter Yates"	1968	60.4360824742268	60.4621134020619
"Peter Yates"	1973	60.4384503049566	60.4655098359247
"Peter Yates"	1974	60.4378113726164	60.4652121628586
"Peter Yates"	1977	60.4357983337628	60.4628532165249
"Peter Yates"	1979	60.4381655788389	60.4657334249399
"Peter Yates"	1981	60.4363246028338	60.4682696436239
"Peter Yates"	1983	60.437880999399	60.4693054005323
"Peter Yates"	1987	60.4376717032967	60.4700377747253
"Peter Yates"	1988	60.4350588033308	60.470598334621
"Peter Yates"	1989	60.4338197424893	60.468669527897
"Peter Yates"	1992	60.4325808943438	60.4634795296541
"Peter Yates"	1995	60.4335364283875	60.4592808718785
"Petr Jakl"	2015	60.4302385447057	60.4562382014759
"Petra Biondina Volpe"	2017	60.4315744315744	60.4584298584299
"Petra Epperlein"	2012	60.4321379547014	60.4583047357584
"Petra Epperlein"	2017	60.4321008835893	60.4595522003946
"Petra Korner"	2010	60.4291473666152	60.4551381025905
"Petra Seeger"	2009	60.4300540355091	60.4575864139292
"Petter Naess"	2002	60.4326758147513	60.4596912521441
"Petter Naess"	2013	60.4332390018009	60.4587942715033
"Peyton Reed"	2000	60.4337163436803	60.4590121762991
"Peyton Reed"	2003	60.4338506387722	60.4588870787962
"Peyton Reed"	2006	60.4326131687243	60.4566186556927
"Peyton Reed"	2008	60.4330904414916	60.4553793399057
"Peyton Reed"	2015	60.4352820161152	60.4572261272073
"Phedon Papamichael"	2005	60.4349018599469	60.4571012256793
"Phelim McAleer"	2013	60.4359787452863	60.4562050051423
"Phie Ambo"	2013	60.4361984745908	60.4572799725769
"Phil Alden Robinson"	1989	60.4383890317052	60.4594687232219
"Phil Alden Robinson"	1992	60.4400651186702	60.4612286864879
"Phil Alden Robinson"	2002	60.439084989719	60.4611034955449
"Phil Alden Robinson"	2014	60.4363916730917	60.4567806048145
"Phil Claydon"	2009	60.4339557992119	60.4538290217578
"Phil Donahue"	2008	60.4358029978587	60.4554175588865
"Phil Dorling"	2012	60.4330250085646	60.4522953066119
"Phil Grabsky"	2007	60.4330735634153	60.454054979875
"Phil Grabsky"	2009	60.4344922075698	60.4567562938859
"Phil Joanou"	1987	60.4354824899392	60.4573165510746
"Phil Joanou"	1988	60.4376712328767	60.457448630137
"Phil Joanou"	1992	60.4355791456211	60.4568958137146
"Phil Joanou"	1996	60.4331450094162	60.4530902242767
"Phil Joanou"	1999	60.4343062569545	60.451339553197
"Phil Joanou"	2006	60.4360664156111	60.4498459431701
"Phil Karlson"	1952	60.4373983739837	60.4517757809157
"Phil Karlson"	1973	60.4382166695191	60.4530207085401
"Phil Leirness"	1975	60.4368956960726	60.4506716864893
"Phil Lord"	2009	60.4377994524298	60.4529431895962
"Phil Lord"	2012	60.4396441098469	60.4550432030114
"Phil Lord"	2014	60.4410607356715	60.4571428571429
"Phil Morrison"	2005	60.4421349756223	60.4593276879651
"Phil Morrison"	2013	60.438847074923	60.4580910023948
"Phil Nibbelink"	1991	60.4388095441717	60.4567690070983
"Phil Nibbelink"	1993	60.4378313665127	60.4548486403284
"Phil Nibbelink"	2006	60.4371098760154	60.4513894826849
"Phil Roman"	1965	60.4392954856361	60.4540868673051
"Phil Roman"	1992	60.4375480892537	60.4504573822348
"Phil Rosenthal"	2011	60.4381945631732	60.4514446914002
"Phil Traill"	2009	60.4355927857082	60.4468758013505
"Phil Traill"	2011	60.4349572649573	60.4484615384615
"Phil Vischer"	2002	60.4361165712332	60.4489359883771
"Philip Chidel"	2006	60.4349683814733	60.4488976243377
"Philip Claydon"	2009	60.4325386652995	60.4459540288815
"Philip David Segal"	1971	60.4334415584416	60.4487354750513
"Philip Dorling"	2012	60.4306706535668	60.445621529261
"Philip Dunne"	1961	60.430463010422	60.4447291987015
"Philip F. Messina"	1998	60.4287178611087	60.443837020586
"Philip G. Atwell"	2007	60.4279125384353	60.4398701742398
"Philip Gelatt"	2011	60.4248868391835	60.4381245196003
"Philip Gröning"	2007	60.4265584970111	60.4404782237404
"Philip Haas"	2006	60.4263512936555	60.4383058662796
"Philip Kaufman"	1978	60.4281079234973	60.4411714480874
"Philip Kaufman"	1979	60.4303765047383	60.4436096644754
"Philip Kaufman"	1983	60.4329008024586	60.4468157759945
"Philip Kaufman"	1988	60.434912505335	60.4491677336748
"Philip Kaufman"	1993	60.4330829634688	60.4469102082622
"Philip Kaufman"	2000	60.4350089613382	60.4481522574038
"Philip Kaufman"	2004	60.4324970131422	60.4430790237242
"Philip Martin"	2015	60.4300708251557	60.4386893079614
"Philip Ridley"	1995	60.4296075085324	60.4349829351536
"Philip Ridley"	2010	60.4284617353468	60.4362255780224
"Philip Saville"	1999	60.4279986350452	60.4365296024569
"Philip Saville"	2003	60.4303505928517	60.4345304103045
"Philip Seymour Hoffman"	2010	60.4292903445923	60.4350904128284
"Philip Shane"	2011	60.4315565031983	60.4380383795309
"Philipp Stölzl"	2010	60.4333105918472	60.4400477571209
"Philipp Stölzl"	2011	60.4337000085273	60.4403513259998
"Philipp Stölzl"	2013	60.4316166439291	60.43741473397
"Philippe Béziat"	2013	60.4322619149118	60.4391678744991
"Philippe Caland"	2008	60.4292412617221	60.4364876385337
"Philippe Caland"	2014	60.4276702753388	60.4330406614952
"Philippe Claudel"	2008	60.4297647459939	60.4353903852711
"Philippe de Broca"	1964	60.4313474814625	60.4379101679025
"Philippe de Broca"	1997	60.4328447247316	60.4401738537583
"Philippe Diaz"	2006	60.4344269279932	60.4407328504474
"Philippe Diaz"	2008	60.4356680299932	60.4402692569871
"Philippe Diaz"	2011	60.434182499787	60.4372497230979
"Philippe Falardeau"	2008	60.4361901516442	60.4406202078719
"Philippe Falardeau"	2012	60.4383678337167	60.4437345600136
"Philippe Garrel"	2012	60.4350085178876	60.4432708688245
"Philippe Martinez"	2005	60.431734945916	60.4398262498935
"Philippe Mora"	1982	60.4293135752001	60.4357860671095
"Philippe Mora"	1985	60.4254449459252	60.4329387720344
"Phillip Andrew Morton"	2014	60.4257493188011	60.4346049046322
"Phillip Borsos"	1985	60.4240592542142	60.4331687382939
"Phillip Borsos"	1995	60.4234272580233	60.432876479101
"Phillip Guzman"	2017	60.4198161389173	60.4291794347974
"Phillip J. Bartell"	2006	60.4199506340965	60.4277810877522
"Phillip Noyce"	1989	60.420170212766	60.4296170212766
"Phillip Noyce"	1990	60.4193685643775	60.4294102629563
"Phillip Noyce"	1992	60.4204390742001	60.430565010211
"Phillip Noyce"	1993	60.4176805921892	60.4264443120905
"Phillip Noyce"	1994	60.4188361408882	60.4282797345585
"Phillip Noyce"	1997	60.4190557209698	60.4255210548703
"Phillip Noyce"	2003	60.4200408302144	60.4276964954066
"Phillip Noyce"	2006	60.4209407161691	60.4289359530492
"Phillip Noyce"	2010	60.4208198673244	60.4290695696547
"Phillip Noyce"	2014	60.4203588740539	60.4269070499192
"Phyllida Lloyd"	2008	60.4208333333333	60.4263605442177
"Phyllida Lloyd"	2012	60.4200323101777	60.4255590511011
"Pier Paolo"	1965	60.4220370685258	60.4273933004591
"Pier Paolo Pasolini"	1961	60.4243815353226	60.4307574598317
"Pier Paolo Pasolini"	1964	60.4265555933356	60.433611016661
"Pier Paolo Pasolini"	1965	60.4285592860179	60.4354441138972
"Pier Paolo Pasolini"	1967	60.4301376848547	60.4376168621452
"Pier Paolo Pasolini"	1969	60.4316791298436	60.43813732155
"Pier Paolo Pasolini"	1971	60.4318973574645	60.4383550004248
"Pierce Rafferty"	1982	60.4339847068819	60.4412064570943
"Pierre Coffin"	2013	60.4360717016396	60.442358338289
"Pierre Coffin"	2015	60.4351002378525	60.4419809717975
"Pierre Coffin"	2017	60.434553639684	60.4418584897647
"Pierre Cottrell"	1980	60.435366060812	60.4420757601495
"Pierre De Lespinios"	2013	60.4337154989384	60.4389808917197
"Pierre Deschamps"	2015	60.431980298913	60.4386039402174
"Pierre Lhomme"	1963	60.4346607794854	60.441283858368
"Pierre Morath"	2016	60.4330956019698	60.4409916794023
"Pierre Morel"	2006	60.4345020799728	60.4426521776042
"Pierre Morel"	2009	60.4365874363328	60.4424448217317
"Pierre Morel"	2010	60.4360410830999	60.4404549698667
"Pierre Morel"	2015	60.4335426922424	60.4367679511119
"Pierre Salvadori"	2003	60.4340151065094	60.4364762793856
"Pierre Salvadori"	2006	60.4352511880516	60.4382213170401
"Pierre Salvadori"	2015	60.434111158252	60.4387781077641
"Pierre Thoretton"	2011	60.4336500933311	60.438740879009
"Piers Haggard"	1981	60.4311529651311	60.4378552642742
"Piers Thompson"	2002	60.4294197488972	60.437648456057
"Piet Kroon"	2001	60.4277716515396	60.4371872084146
"Pieter Gaspersz"	2014	60.4281594571671	60.4327396098388
"Pieter Jan Brugge"	2004	60.4257484522093	60.4312611313714
"Pieter Kramer"	2004	60.4268995929444	60.4301221166893
"Pietra Brettkelly"	2008	60.4262698210803	60.4322903417281
"Ping He"	2004	60.4258945226386	60.4329319993217
"Piotr Uklanski"	2007	60.4219584569733	60.4310300974989
"Pip Karmel"	2000	60.4216683621567	60.4312478806375
"Pitipol Ybarra"	2013	60.4225650589133	60.4310417902857
"Pitipol Ybarra"	2015	60.4238854043058	60.4295643329378
"Pitof"	2004	60.4202898550725	60.425205525892
"Piyush Jha"	2009	60.4196610169491	60.4249152542373
"PJ Raval"	2014	60.4198796712143	60.4264892805694
"Po-Chih Leong"	2000	60.4192509744111	60.425351635316
"Pou-Soi Cheang"	2016	60.4194696263662	60.4287045666356
"Poul Bang"	1963	60.4164689935615	60.4257031514741
"Prachya Pinkaew"	2005	60.4197865492123	60.4273250889378
"Prachya Pinkaew"	2008	60.4208520369272	60.4284746336919
"Prachya Pinkaew"	2009	60.4202235772358	60.4274220867209
"Prachya Pinkaew"	2014	60.4178169192988	60.4239139639258
"Prakash Jha"	2010	60.4181202370872	60.419983065199
"Prakash Jha"	2011	60.4172381678097	60.4205401744137
"Pratibha Parmar"	2007	60.4174568235693	60.4167795462242
"Preston A. Whitmore"	2007	60.419199187336	60.4164056547871
"Preston A. Whitmore II"	2006	60.4189944134078	60.4114609785001
"Preston A. Whitmore II"	2007	60.4207363520948	60.4110876005078
"Preston Sturges"	1941	60.4254040788694	60.4177879326394
"Preston Sturges"	1942	60.4272296496869	60.4207987815197
"Preston Sturges"	1944	60.4313028764805	60.4260575296108
"Preston Sturges"	1948	60.4335504610439	60.4288131291769
"Prince"	1986	60.4341059042463	60.4264929791913
"Prince"	1990	60.4323775691449	60.4226507654572
"Punit Malhotra"	2013	60.429550067659	60.4217692828146
"Q. Allan Brocka"	2004	60.4293446088795	60.4180126849894
"Q. Allan Brocka"	2007	60.4301538981904	60.4189074919669
"Qasim Basir"	2011	60.4316394690116	60.4203940136975
"Quentin Dupieux"	2011	60.4304193439297	60.4211193777477
"Quentin Dupieux"	2013	60.4286921971426	60.4202383971595
"Quentin Dupieux"	2015	60.4292476754015	60.4205409974641
"Quentin Lee"	2010	60.4272673484912	60.4177161693855
"Quentin Tarantino"	1996	60.4279918864097	60.4137931034483
"Quentin Tarantino"	1997	60.4300684526325	60.4160398884476
"Quentin Tarantino"	2003	60.4318066587798	60.4181172891668
"Quentin Tarantino"	2004	60.4342205323194	60.420109843684
"Quentin Tarantino"	2005	60.4357046299425	60.4215106454883
"Quentin Tarantino"	2007	60.4379962831559	60.4230444331813
"Quinn Shephard"	2018	60.4395641523777	60.4247824985218
"Quinton Peeples"	1996	60.4369932432432	60.4213682432432
"R.H. Greene"	2013	60.4386453846803	60.4232750612279
"R.J. Cutler"	2009	60.439537240331	60.4251815571694
"R.J. Cutler"	2014	60.4395845647218	60.4230347040446
"R.J. Kizer"	1987	60.4383654170888	60.4213103681189
"R.M. Richards"	1975	60.4395103419164	60.4233009708738
"R.M. Richards"	1986	60.4368563228094	60.4198885699814
"R.W. Goodwin"	2009	60.4343715708618	60.4176584789398
"Ra'anan Alexandrowicz"	2012	60.4359385550304	60.4199864956111
"Régis Wargnier"	1992	60.4379272512448	60.4208793991054
"Régis Wargnier"	2000	60.440253164557	60.4212658227848
"Rémi Bezançon"	2015	60.4405535397857	60.4227491350941
"Rémi Chayé"	2016	60.4420350995613	60.4257509281134
"Rémi Lange"	2001	60.4414072386738	60.4240276723192
"Rémy Belvaux"	1992	60.4439007929813	60.4253416568247
"Rachel Boynton"	2005	60.4452129902995	60.4280050611556
"Rachel Grady"	2006	60.4468623481781	60.4302462887989
"Rachel Grady"	2010	60.4460656152484	60.4307160327233
"Rachel Grady"	2012	60.4462809917355	60.4327879912296
"Rachel Perkins"	2010	60.4455687663378	60.4324142001855
"Rachel Samuels"	2008	60.441652613828	60.4289207419899
"Rachel Talalay"	1991	60.4393390102015	60.4255121827839
"Rachel Talalay"	1993	60.4361827685045	60.4215140785702
"Rachel Talalay"	1995	60.4363988872966	60.419539745427
"Rachel Ward"	2009	60.4366149696561	60.4214430209036
"Rachid Bouchareb"	2010	60.4369995785925	60.4227560050569
"Rachid Bouchareb"	2011	60.4375526714984	60.4253328838699
"Rachid Bouchareb"	2013	60.4352405831297	60.4208308755372
"Rachid Bouchareb"	2015	60.4322548028311	60.4197000337041
"Radha Bharadwaj"	1997	60.4311230937737	60.4146094868986
"Radio Silence"	2012	60.4294860994103	60.4141533277169
"Radley Metzger"	1970	60.4291972032685	60.4147081122062
"Radu Mihaileanu"	2010	60.4305929919137	60.4149258760108
"Radu Muntean"	2008	60.4311462983239	60.4182599174598
"Radu Muntean"	2011	60.4317837291561	60.4193195216439
"Rafael Palacio Illingworth"	2017	60.4295578947368	60.4178526315789
"Rainer Werner Fassbinder"	1969	60.4296059279219	60.4180700572583
"Rainer Werner Fassbinder"	1972	60.4316746653195	60.42022396228
"Rainer Werner Fassbinder"	1975	60.4362320060611	60.4254566882734
"Rainer Werner Fassbinder"	1976	60.4357744107744	60.4268518518519
"Rainer Werner Fassbinder"	1977	60.4346435485228	60.428499284572
"Rainer Werner Fassbinder"	1979	60.4371317959939	60.4308197273186
"Raj Khosla"	2008	60.4377682403433	60.4333922410166
"Raja Gosnell"	1997	60.434954560754	60.4308313699091
"Raja Gosnell"	1999	60.4356752208666	60.4305427008835
"Raja Gosnell"	2000	60.4353861686017	60.4279825004207
"Raja Gosnell"	2002	60.43349878018	60.4254227307142
"Raja Gosnell"	2004	60.4316117092867	60.4221904441454
"Raja Gosnell"	2005	60.4308184035663	60.4176129195054
"Raja Gosnell"	2008	60.4300252312868	60.4158957106812
"Raja Gosnell"	2011	60.4286435118998	60.4126650407871
"Raja Gosnell"	2013	60.4282711066263	60.4086781029263
"Rajeev Nirmalakhandan"	2004	60.4273942655343	60.4035987555705
"Rajkumar Gupta"	2011	60.4280309399697	60.4044896586514
"Rajkumar Hirani"	2009	60.4306851618327	60.4078184110971
"Rakesh Roshan"	2003	60.4319939475454	60.4090450571621
"Rakesh Roshan"	2006	60.4329662940237	60.4123728671094
"Rakesh Roshan"	2013	60.4321734745335	60.4134308287107
"Rakeysh Omprakash Mehra"	2013	60.4341541305992	60.4156651819481
"Rakeysh Omprakesh Mehra"	2013	60.4361344537815	60.4178991596639
"Ralph Arlyck"	2006	60.4371901520881	60.4200487354004
"Ralph Bakshi"	1972	60.4370694001008	60.4198454041338
"Ralph Bakshi"	1973	60.4383768797782	60.4222464924809
"Ralph Bakshi"	1978	60.4386760752688	60.4213709677419
"Ralph Bakshi"	1981	60.4403191936161	60.4214195716086
"Ralph Bakshi"	1992	60.4378464639677	60.4166806652108
"Ralph Fiennes"	2011	60.437641723356	60.4194171495759
"Ralph Fiennes"	2013	60.4362613369164	60.4208095398052
"Ralph Nelson"	1962	60.438659837098	60.4232933075825
"Ralph Nelson"	1963	60.4408060453401	60.4256926952141
"Ralph Nelson"	1964	60.442951893208	60.4272521198892
"Ralph S. Singleton"	1990	60.4397246474144	60.4232706514439
"Ralph Ziman"	2010	60.4411986905062	60.4245781918912
"Ralph Ziman"	2014	60.4376363941581	60.4195064629847
"Ralph Zondag"	1993	60.4366764582459	60.4176248426353
